TEST#	TYPE	SIZE	CREATE	FIND-MIN	IN-ORDER
5	AVL	2160	388864	487	52173	121414
5	AVL	2170	393009	488	52905	127508
5	AVL	2180	578298	732	180901	226736
5	AVL	2190	396422	731	53392	125314
5	AVL	2200	391302	731	54124	126290
5	AVL	2210	398373	732	53637	128240
5	AVL	2220	402273	731	54124	132141
5	AVL	2230	403492	731	53393	127021
5	AVL	2240	402517	487	54612	127996
5	AVL	2250	432505	731	53880	135310
5	AVL	2260	406905	487	54368	130678
5	AVL	2270	406174	488	54611	144331
5	AVL	2280	406906	488	54367	133116
5	AVL	2290	440306	732	102154	131897
5	AVL	2300	438600	975	66070	151401
5	AVL	2310	414463	731	54855	136529
5	AVL	2320	425679	487	55587	147744
5	AVL	2330	531976	975	80455	194310
5	AVL	2340	852332	975	80455	249166
5	AVL	2350	476389	487	60707	142624
5	AVL	2360	432261	488	57294	141405
5	AVL	2370	423484	488	57538	136529
5	AVL	2380	425191	488	57538	139455
5	AVL	2390	428848	732	57781	153839
5	AVL	2400	440306	488	57781	143112
5	AVL	2410	433236	487	57293	158228
5	AVL	2420	432749	488	57538	157496
5	AVL	2430	432505	731	58268	137992
5	AVL	2440	430798	731	58268	138236
5	AVL	2450	434943	732	58025	140186
5	AVL	2460	442744	731	59487	149694
5	AVL	2470	441037	731	59488	139455
5	AVL	2480	447377	488	59488	139699
5	AVL	2490	457860	488	59732	139455
5	AVL	2500	447620	487	59975	190897
5	AVL	2510	450546	731	59487	142868
5	AVL	2520	448839	731	59732	141161
5	AVL	2530	496625	488	59975	145306
5	AVL	2540	450546	731	60219	148476
5	AVL	2550	474195	488	60951	173100
5	AVL	2560	462736	488	61438	143843
5	AVL	2570	459811	732	60951	143355
5	AVL	2580	475414	732	64364	182607
5	AVL	2590	458347	731	61438	144331
5	AVL	2600	483703	487	62657	146525
5	AVL	2610	502720	732	62657	153839
5	AVL	2620	499063	732	63876	148476
5	AVL	2630	467856	488	62901	147500
5	AVL	2640	486629	488	64363	152620
5	AVL	2650	472244	731	64851	150182
5	AVL	2660	493699	488	63876	151644
5	AVL	2670	509546	488	64608	152621
5	AVL	2680	494918	731	65339	150670
5	AVL	2690	498331	487	67533	155058
5	AVL	2700	480290	488	66071	155058
5	AVL	2710	493943	731	65826	155302
5	AVL	2720	482728	487	65339	161884
5	AVL	2730	478827	732	66315	156277
5	AVL	2740	497356	487	66314	162616
5	AVL	2750	493212	488	66314	165542
5	AVL	2760	487117	731	68264	156033
5	AVL	2770	505158	731	69483	155059
5	AVL	2780	530025	731	69239	157739
5	AVL	2790	487847	487	68752	156520
5	AVL	2800	544898	488	82649	163104
5	AVL	2810	496137	731	68021	160421
5	AVL	2820	514910	487	67045	157252
5	AVL	2830	517591	487	70458	162860
5	AVL	2840	498331	488	70702	163835
5	AVL	2850	550505	488	69239	175294
5	AVL	2860	531732	487	68752	165297
5	AVL	2870	519542	732	71678	171880
5	AVL	2880	506865	488	69240	168223
5	AVL	2890	506133	731	69727	163591
5	AVL	2900	575861	732	72410	166029
5	AVL	2910	528563	732	70703	162860
5	AVL	2920	621452	44859	112880	207720
5	AVL	2930	529051	732	77042	168711
5	AVL	2940	532707	488	70458	166029
5	AVL	2950	517836	488	69971	169686
5	AVL	2960	526857	732	84356	173587
5	AVL	2970	520517	488	72653	169442
5	AVL	2980	520761	488	71922	166273
5	AVL	2990	525881	731	71922	170174
5	AVL	3000	617063	732	71433	175293
6	AVL	10	2438	488	732	975
6	AVL	20	3901	487	1219	1706
6	AVL	30	5608	488	1219	2438
6	AVL	40	7070	487	1463	2438
6	AVL	50	8777	488	1707	3413
6	AVL	60	10971	488	2194	4144
6	AVL	70	14141	732	2438	5607
6	AVL	80	14140	487	2438	4632
6	AVL	90	15604	488	2682	5607
6	AVL	100	25112	1462	2926	8533
6	AVL	110	26819	488	3170	6827
6	AVL	120	48761	1219	7314	8533
6	AVL	130	21942	487	3657	7558
6	AVL	140	23405	487	3901	11947
6	AVL	150	43640	488	4145	8776
6	AVL	160	26575	488	4144	8777
6	AVL	170	28038	488	4389	9265
6	AVL	180	29987	488	4876	9995
6	AVL	190	31695	488	5120	10240
6	AVL	200	33158	732	5364	10971
6	AVL	210	35107	487	5607	11459
6	AVL	220	36571	488	5608	11946
6	AVL	230	38277	488	6095	12434
6	AVL	240	56562	487	6095	13165
6	AVL	250	41203	488	6583	13410
6	AVL	260	59001	488	6583	14385
6	AVL	270	44616	488	6827	14872
6	AVL	280	46323	488	7070	18285
6	AVL	290	47542	488	7314	16090
6	AVL	300	68508	487	7802	16579
6	AVL	310	53881	488	7802	17066
6	AVL	320	70215	487	8045	17310
6	AVL	330	54368	488	8533	17797
6	AVL	340	73384	488	8777	18773
6	AVL	350	57538	488	8776	18528
6	AVL	360	70703	488	9265	19260
6	AVL	370	82893	731	9264	19991
6	AVL	380	62901	487	9508	24137
6	AVL	390	64363	488	9996	20967
6	AVL	400	82649	731	10240	21455
6	AVL	410	67289	731	10240	59487
6	AVL	420	68996	731	10727	22674
6	AVL	430	88987	731	10727	23162
6	AVL	440	71678	488	11214	23649
6	AVL	450	76310	488	11214	24136
6	AVL	460	83136	487	11459	24381
6	AVL	470	93864	488	11946	25600
6	AVL	480	95327	487	12190	25843
6	AVL	490	98740	487	12190	26818
6	AVL	500	81186	488	12678	27062
6	AVL	510	82893	488	12434	27305
6	AVL	520	84599	487	12921	28281
6	AVL	530	86793	487	12921	28525
6	AVL	540	108979	488	13896	29501
6	AVL	550	110198	487	13653	29988
6	AVL	560	110199	488	13896	30962
6	AVL	570	112149	732	13897	31938
6	AVL	580	113856	488	14385	32182
6	AVL	590	113368	488	14385	32913
6	AVL	600	115318	731	14628	33157
6	AVL	610	117025	731	14872	33157
6	AVL	620	120438	488	15360	33401
6	AVL	630	109711	488	15116	33645
6	AVL	640	109955	487	15603	34376
6	AVL	650	105810	731	15847	34620
6	AVL	660	107273	487	16335	35107
6	AVL	670	125558	488	16579	35595
6	AVL	680	127753	488	16579	36814
6	AVL	690	129703	488	20236	36814
6	AVL	700	135067	732	17310	37302
6	AVL	710	115806	488	17309	39740
6	AVL	720	134823	731	18041	41202
6	AVL	730	191141	732	24136	42178
6	AVL	740	137992	731	18041	39252
6	AVL	750	123120	731	18285	40228
6	AVL	760	144819	488	18529	40471
6	AVL	770	144087	487	19017	43397
6	AVL	780	127752	487	19017	41447
6	AVL	790	148475	488	19504	41934
6	AVL	800	150426	487	19992	43397
6	AVL	810	132141	488	19992	43397
6	AVL	820	150426	488	19991	44129
6	AVL	830	152133	488	19992	47541
6	AVL	840	155058	487	20479	45103
6	AVL	850	163104	732	20724	46078
6	AVL	860	160909	487	20967	46078
6	AVL	870	158471	487	21211	46322
6	AVL	880	221128	731	21698	48516
6	AVL	890	164079	488	21699	48272
6	AVL	900	174319	732	21942	49004
6	AVL	910	167980	488	22186	49004
6	AVL	920	171880	487	22430	49980
6	AVL	930	154570	487	22917	51198
6	AVL	940	174074	488	28281	51930
6	AVL	950	189434	488	23405	53393
6	AVL	960	224054	488	23649	52661
6	AVL	970	186265	488	23893	69971
6	AVL	980	190897	487	23649	53881
6	AVL	990	188215	487	24136	54367
6	AVL	1000	190897	487	24380	54612
6	AVL	1010	183339	488	24381	57537
6	AVL	1020	168467	487	24380	55587
6	AVL	1030	189190	731	25111	69727
6	AVL	1040	204794	488	25356	60707
6	AVL	1050	190653	975	25600	74847
6	AVL	1060	196748	488	25599	58512
6	AVL	1070	245021	732	31207	59731
6	AVL	1080	194554	487	26330	70703
6	AVL	1090	206501	732	26819	62170
6	AVL	1100	206988	731	28769	62657
6	AVL	1110	200405	487	27793	61926
6	AVL	1120	203575	488	27793	78017
6	AVL	1130	202843	14140	27306	63145
6	AVL	1140	214789	731	28037	66558
6	AVL	1150	205769	732	27794	67533
6	AVL	1160	222591	487	28281	64364
6	AVL	1170	244290	731	64607	65582
6	AVL	1180	212839	487	28769	67289
6	AVL	1190	224785	488	29012	66070
6	AVL	1200	222591	731	29012	68265
6	AVL	1210	331327	731	44615	84111
6	AVL	1220	228686	731	29500	81917
6	AVL	1230	236488	488	29987	82893
6	AVL	1240	247459	732	30475	82405
6	AVL	1250	239169	487	30232	68508
6	AVL	1260	249409	487	42422	69728
6	AVL	1270	232587	731	30719	70946
6	AVL	1280	249898	488	45347	82893
6	AVL	1290	245021	487	31207	70703
6	AVL	1300	233075	488	32181	71922
6	AVL	1310	237706	487	32182	73872
6	AVL	1320	234538	488	32426	72897
6	AVL	1330	240145	488	32182	73384
6	AVL	1340	245752	487	32913	73629
6	AVL	1350	292075	488	33889	74848
6	AVL	1360	242827	732	33401	75579
6	AVL	1370	246727	487	33157	75822
6	AVL	1380	278665	487	33157	75579
6	AVL	1390	249410	488	33645	76066
6	AVL	1400	253066	731	33645	76798
6	AVL	1410	251360	487	36570	78261
6	AVL	1420	262087	488	34132	78748
6	AVL	1430	285005	731	34376	78260
6	AVL	1440	260380	488	35595	79235
6	AVL	1450	275496	487	35351	80942
6	AVL	1460	286223	731	35107	80454
6	AVL	1470	287442	732	36083	83136
6	AVL	1480	262331	731	37301	83625
6	AVL	1490	297438	487	36082	85087
6	AVL	1500	265988	731	36814	82405
6	AVL	1510	271596	488	36814	89719
6	AVL	1520	272083	731	36326	82893
6	AVL	1530	273058	731	36570	84356
6	AVL	1540	315236	487	38033	84599
6	AVL	1550	276715	731	38277	84355
6	AVL	1560	296463	487	39008	90451
6	AVL	1570	293781	731	38520	86306
6	AVL	1580	308166	488	50711	106542
6	AVL	1590	283542	487	39496	105810
6	AVL	1600	283054	488	39496	96546
6	AVL	1610	303046	488	39496	89232
6	AVL	1620	324501	488	39983	101665
6	AVL	1630	287198	731	39739	90695
6	AVL	1640	285979	487	39740	90938
6	AVL	1650	322794	732	43885	90451
6	AVL	1660	311822	487	39983	96302
6	AVL	1670	312311	488	39984	91914
6	AVL	1680	322550	488	40471	93133
6	AVL	1690	307190	487	53149	107516
6	AVL	1700	294757	732	41203	93133
6	AVL	1710	496137	732	83380	134823
6	AVL	1720	300852	732	41934	98008
6	AVL	1730	314748	731	41446	103128
6	AVL	1740	313529	731	41934	100447
6	AVL	1750	306947	488	42178	123363
6	AVL	1760	307191	488	42178	100203
6	AVL	1770	311091	488	42665	99715
6	AVL	1780	312555	488	42422	98984
6	AVL	1790	309628	487	42909	98984
6	AVL	1800	327913	731	42909	101422
6	AVL	1810	316699	487	43640	102885
6	AVL	1820	319380	487	43640	102397
6	AVL	1830	344004	731	44859	103372
6	AVL	1840	339372	487	44372	102153
6	AVL	1850	342054	732	47297	103128
6	AVL	1860	467612	731	46079	106542
6	AVL	1870	332546	731	45103	104347
6	AVL	1880	328401	487	45591	105079
6	AVL	1890	343761	488	45834	106054
6	AVL	1900	341810	731	45347	111418
6	AVL	1910	326207	731	45347	111418
6	AVL	1920	355951	731	45835	106785
6	AVL	1930	349125	488	46323	108005
6	AVL	1940	339616	488	46566	120682
6	AVL	1950	344248	487	46810	108736
6	AVL	1960	356194	487	46566	109467
6	AVL	1970	338398	488	49736	109711
6	AVL	1980	360827	731	47298	111906
6	AVL	1990	364728	488	47786	114343
6	AVL	2000	346443	731	48029	111418
6	AVL	2010	376186	731	47785	112149
6	AVL	2020	351319	488	48517	118001
6	AVL	2030	366435	731	48029	127265
6	AVL	2040	352782	732	61681	118731
6	AVL	2050	373261	488	48761	115319
6	AVL	2060	378381	487	48760	117025
6	AVL	2070	378868	731	49735	118975
6	AVL	2080	365215	487	60950	158472
6	AVL	2090	381306	487	50467	122389
6	AVL	2100	381550	731	51686	122633
6	AVL	2110	384720	731	50954	120682
6	AVL	2120	398860	731	50955	121901
6	AVL	2130	368141	488	51442	122145
6	AVL	2140	428360	731	54612	121169
6	AVL	2150	399836	732	51686	120682
6	AVL	2160	385938	487	52905	121658
6	AVL	2170	401542	731	52417	142137
6	AVL	2180	392277	487	53392	126533
6	AVL	2190	532952	731	53636	138967
6	AVL	2200	377650	732	53393	130190
6	AVL	2210	396178	731	53880	128728
6	AVL	2220	398129	732	54124	125558
6	AVL	2230	409588	732	53881	128971
6	AVL	2240	412757	731	54611	128971
6	AVL	2250	402274	488	54368	130434
6	AVL	2260	416414	487	54611	131897
6	AVL	2270	417145	488	55100	135310
6	AVL	2280	407149	487	55343	132385
6	AVL	2290	411781	731	54855	131409
6	AVL	2300	422021	731	55343	135797
6	AVL	2310	413000	731	60707	137261
6	AVL	2320	449815	488	56563	133848
6	AVL	2330	418364	732	55343	132140
6	AVL	2340	426410	488	55831	138723
6	AVL	2350	557331	488	57294	135066
6	AVL	2360	430554	732	56806	136773
6	AVL	2370	428848	731	58024	137504
6	AVL	2380	483703	731	59975	150425
6	AVL	2390	431286	488	58025	144818
6	AVL	2400	432017	488	58513	136773
6	AVL	2410	442501	488	57538	140430
6	AVL	2420	431530	732	58269	143112
6	AVL	2430	437868	732	57538	138236
6	AVL	2440	565620	1950	162128	219178
6	AVL	2450	450790	488	59000	139699
6	AVL	2460	446645	488	59975	138967
6	AVL	2470	458836	488	59976	138967
6	AVL	2480	483703	487	64607	160666
6	AVL	2490	447133	487	73141	143111
6	AVL	2500	443232	731	59732	142380
6	AVL	2510	464930	487	59731	143112
6	AVL	2520	447864	488	60219	140674
6	AVL	2530	450302	731	60463	142380
6	AVL	2540	466393	488	64120	148719
6	AVL	2550	450059	732	60219	144087
6	AVL	2560	490774	488	61438	177244
6	AVL	2570	482972	975	62413	156034
6	AVL	2580	466149	732	63145	167980
6	AVL	2590	550992	731	63144	221616
6	AVL	2600	700443	975	104591	242827
6	AVL	2610	488092	732	63877	160909
6	AVL	2620	756517	732	103372	238194
6	AVL	2630	540509	488	92401	275496
6	AVL	2640	476633	731	64120	177244
6	AVL	2650	594876	975	69727	230637
6	AVL	2660	468588	732	64364	150913
6	AVL	2670	484922	488	68021	150182
6	AVL	2680	474683	488	116294	150182
6	AVL	2690	473220	488	65095	153351
6	AVL	2700	517104	732	65095	153839
6	AVL	2710	478340	731	65826	152376
6	AVL	2720	492480	487	66558	155058
6	AVL	2730	484191	731	67533	167979
6	AVL	2740	479071	488	66314	157252
6	AVL	2750	502476	487	65827	162616
6	AVL	2760	503207	487	67046	161640
6	AVL	2770	487848	487	66314	154570
6	AVL	2780	499306	487	66802	157740
6	AVL	2790	526856	487	66801	157253
6	AVL	2800	512228	488	67046	157740
6	AVL	2810	502964	732	66558	155546
6	AVL	2820	493212	488	134092	238683
6	AVL	2830	517836	488	70703	165541
6	AVL	2840	502720	488	68021	164567
6	AVL	2850	531976	488	69483	161640
6	AVL	2860	525637	732	80455	183095
6	AVL	2870	520274	488	69972	160178
6	AVL	2880	526369	731	69240	168467
6	AVL	2890	504670	487	69483	164079
6	AVL	2900	585124	731	70215	184314
6	AVL	2910	523443	731	69971	191141
6	AVL	2920	546604	731	71190	177244
6	AVL	2930	534171	731	72409	169930
6	AVL	2940	514909	487	70459	164567
6	AVL	2950	537584	975	72165	165786
6	AVL	2960	533439	731	78991	171393
6	AVL	2970	545873	488	72410	168711
6	AVL	2980	543435	487	72653	167004
6	AVL	2990	540021	487	71678	170662
6	AVL	3000	544653	731	73140	170661
7	AVL	10	2681	488	732	976
7	AVL	20	3901	488	976	1462
7	AVL	30	5608	488	1219	1951
7	AVL	40	7070	243	1463	2681
7	AVL	50	8777	488	1706	3169
7	AVL	60	10240	487	2194	3413
7	AVL	70	12190	487	2194	4389
7	AVL	80	13409	488	2438	4632
7	AVL	90	15115	487	2682	4876
7	AVL	100	16823	488	3169	5851
7	AVL	110	18529	487	3169	6582
7	AVL	120	19992	487	3169	6826
7	AVL	130	38765	488	3658	7558
7	AVL	140	23405	488	3901	8045
7	AVL	150	24868	488	3901	8533
7	AVL	160	26574	487	4388	8776
7	AVL	170	44860	488	4633	9509
7	AVL	180	29988	488	4876	9996
7	AVL	190	31694	488	4876	10239
7	AVL	200	52417	731	5364	10971
7	AVL	210	72409	731	5363	11459
7	AVL	220	36326	487	5851	11947
7	AVL	230	38033	488	6095	12434
7	AVL	240	43153	488	6095	12921
7	AVL	250	63389	488	6339	13653
7	AVL	260	42665	487	6583	14384
7	AVL	270	44372	487	7314	14872
7	AVL	280	45835	488	7314	15603
7	AVL	290	47785	487	7314	16091
7	AVL	300	49248	487	7314	16335
7	AVL	310	53880	487	7801	17066
7	AVL	320	52417	488	8045	17066
7	AVL	330	78016	487	8533	17798
7	AVL	340	55831	488	8534	18285
7	AVL	350	73872	488	8777	18772
7	AVL	360	59000	487	9021	19504
7	AVL	370	64120	488	9265	55830
7	AVL	380	79967	487	9508	21211
7	AVL	390	64120	488	9752	20967
7	AVL	400	65339	488	10239	21454
7	AVL	410	83868	488	13897	21942
7	AVL	420	68508	488	10483	22430
7	AVL	430	73140	487	10727	23161
7	AVL	440	71434	488	10971	23405
7	AVL	450	90451	487	10971	24137
7	AVL	460	75335	487	11214	24624
7	AVL	470	76553	488	11703	25355
7	AVL	480	77773	488	11703	25843
7	AVL	490	79967	487	11946	29500
7	AVL	500	98252	488	12190	27062
7	AVL	510	99959	487	12434	27306
7	AVL	520	105078	487	12922	28281
7	AVL	530	86549	487	12921	28768
7	AVL	540	91669	488	13897	29256
7	AVL	550	89963	488	13896	29988
7	AVL	560	91914	488	13897	30719
7	AVL	570	92645	488	13896	31206
7	AVL	580	94108	488	14385	31694
7	AVL	590	95814	731	14384	68508
7	AVL	600	97521	488	14871	32181
7	AVL	610	99227	487	14872	32913
7	AVL	620	101909	488	14872	33401
7	AVL	630	105810	487	15115	33645
7	AVL	640	122145	488	15847	34376
7	AVL	650	123363	488	16091	34619
7	AVL	660	139943	732	16579	36571
7	AVL	670	128728	488	16823	37058
7	AVL	680	127021	487	16822	37302
7	AVL	690	115562	487	16822	37058
7	AVL	700	131410	488	17066	37058
7	AVL	710	133604	488	17553	41202
7	AVL	720	138236	488	18042	38521
7	AVL	730	119463	488	18042	76554
7	AVL	740	122876	487	18041	39252
7	AVL	750	143112	488	18285	39983
7	AVL	760	142137	488	18772	40471
7	AVL	770	126777	487	18772	40958
7	AVL	780	144818	487	19016	41203
7	AVL	790	145793	731	19260	41934
7	AVL	800	130434	487	19748	42909
7	AVL	810	150913	488	19992	43397
7	AVL	820	133848	488	19748	44128
7	AVL	830	152133	488	20236	44372
7	AVL	840	153595	488	20480	45103
7	AVL	850	194554	488	20480	45347
7	AVL	860	157009	488	20967	45591
7	AVL	870	141161	488	20967	48760
7	AVL	880	160178	488	21455	46810
7	AVL	890	161397	488	21698	47297
7	AVL	900	167980	731	22673	49248
7	AVL	910	164810	488	22429	49004
7	AVL	920	170174	731	22430	49735
7	AVL	930	170905	487	22430	50711
7	AVL	940	152620	488	22918	51442
7	AVL	950	171393	488	22918	54855
7	AVL	960	175782	732	23161	52417
7	AVL	970	178707	487	23161	52906
7	AVL	980	176513	488	23649	56806
7	AVL	990	178707	488	23649	54124
7	AVL	1000	164566	488	24136	54611
7	AVL	1010	184314	487	24136	54856
7	AVL	1020	183096	488	24381	55587
7	AVL	1030	186996	487	24624	59976
7	AVL	1040	169199	488	25843	62169
7	AVL	1050	214790	732	26331	58757
7	AVL	1060	193823	488	26575	58269
7	AVL	1070	192360	488	26331	59000
7	AVL	1080	202600	488	26331	59732
7	AVL	1090	196748	488	26818	61438
7	AVL	1100	197480	488	26818	65095
7	AVL	1110	215277	487	27549	65583
7	AVL	1120	350831	975	47785	124339
7	AVL	1130	203819	488	27306	67533
7	AVL	1140	202599	488	27306	67533
7	AVL	1150	210157	731	27306	63877
7	AVL	1160	209426	488	29988	65826
7	AVL	1170	213814	731	28769	66071
7	AVL	1180	211864	488	28281	66314
7	AVL	1190	213083	488	28525	67533
7	AVL	1200	251847	732	28769	71191
7	AVL	1210	221860	488	28769	66802
7	AVL	1220	219665	731	29500	73628
7	AVL	1230	219665	487	29988	68509
7	AVL	1240	261600	731	30475	71922
7	AVL	1250	226249	731	29988	70947
7	AVL	1260	229661	731	30719	70702
7	AVL	1270	225273	731	30719	69971
7	AVL	1280	226980	488	30962	70946
7	AVL	1290	231856	488	31695	79236
7	AVL	1300	233806	731	31450	71922
7	AVL	1310	238682	488	31694	72653
7	AVL	1320	236000	487	32182	72409
7	AVL	1330	236732	731	32425	73872
7	AVL	1340	236731	487	33645	77042
7	AVL	1350	259405	731	34132	74603
7	AVL	1360	249165	487	38033	78504
7	AVL	1370	246727	487	33645	80211
7	AVL	1380	246484	487	33400	78017
7	AVL	1390	262087	731	33889	79967
7	AVL	1400	250629	732	33401	77041
7	AVL	1410	257699	731	34620	81917
7	AVL	1420	279885	731	34863	82649
7	AVL	1430	258431	488	34620	78016
7	AVL	1440	272814	731	34619	78504
7	AVL	1450	256236	488	72166	83137
7	AVL	1460	278666	488	35352	79967
7	AVL	1470	264038	487	36083	85331
7	AVL	1480	279885	487	35839	80699
7	AVL	1490	270132	731	36327	82405
7	AVL	1500	281835	487	36083	91426
7	AVL	1510	273546	731	38033	86062
7	AVL	1520	273790	487	37058	84111
7	AVL	1530	287199	488	39740	83868
7	AVL	1540	273790	488	37546	84355
7	AVL	1550	280129	488	38277	89963
7	AVL	1560	299632	487	39008	87769
7	AVL	1570	281835	732	38765	87281
7	AVL	1580	286712	488	39496	94595
7	AVL	1590	300852	488	40471	87769
7	AVL	1600	282323	487	42665	144818
7	AVL	1610	284761	732	39252	88500
7	AVL	1620	285005	488	39984	89231
7	AVL	1630	325964	488	39984	93620
7	AVL	1640	284273	487	39252	89719
7	AVL	1650	288906	488	40228	89719
7	AVL	1660	290125	732	40228	90451
7	AVL	1670	293782	488	40471	91670
7	AVL	1680	306703	488	40715	98252
7	AVL	1690	316699	731	40959	96302
7	AVL	1700	316943	731	41446	94351
7	AVL	1710	321088	488	44128	93864
7	AVL	1720	323525	487	42178	96301
7	AVL	1730	313285	487	41446	94596
7	AVL	1740	299389	731	41934	95083
7	AVL	1750	303046	487	41690	96058
7	AVL	1760	312067	488	42178	98008
7	AVL	1770	320356	488	42177	100447
7	AVL	1780	324988	487	42421	101178
7	AVL	1790	325232	731	43153	97520
7	AVL	1800	326694	487	49736	99715
7	AVL	1810	396909	487	44372	103860
7	AVL	1820	336203	487	43884	116050
7	AVL	1830	349612	487	44371	109224
7	AVL	1840	317187	732	44860	101909
7	AVL	1850	324013	487	44615	102884
7	AVL	1860	334740	731	47541	103859
7	AVL	1870	349612	732	45348	110930
7	AVL	1880	350344	488	45835	106298
7	AVL	1890	329376	731	45103	104835
7	AVL	1900	327426	731	45835	105567
7	AVL	1910	346686	488	53636	107761
7	AVL	1920	350831	487	45591	109711
7	AVL	1930	534657	487	46322	115562
7	AVL	1940	354244	732	47541	116538
7	AVL	1950	354488	488	46566	109955
7	AVL	1960	339860	731	47297	109467
7	AVL	1970	353757	488	47054	108979
7	AVL	1980	361314	488	47541	114587
7	AVL	1990	343517	488	47298	110442
7	AVL	2000	364971	487	47785	114099
7	AVL	2010	358876	487	49248	119463
7	AVL	2020	364240	488	50224	112881
7	AVL	2030	375699	975	50467	129703
7	AVL	2040	379843	487	49004	116294
7	AVL	2050	367166	732	48761	122389
7	AVL	2060	378624	487	49491	125314
7	AVL	2070	353513	487	49004	117024
7	AVL	2080	377649	731	49736	123364
7	AVL	2090	359852	488	49980	120194
7	AVL	2100	375943	731	50223	118000
7	AVL	2110	376674	488	50223	118976
7	AVL	2120	404468	488	52905	118732
7	AVL	2130	388620	487	51442	125070
7	AVL	2140	383988	488	51442	119707
7	AVL	2150	382526	488	52662	122144
7	AVL	2160	390815	488	52662	121413
7	AVL	2170	388133	488	52662	122389
7	AVL	2180	372286	487	53880	123364
7	AVL	2190	394228	488	53392	125070
7	AVL	2200	392277	487	56074	124826
7	AVL	2210	397153	487	53392	125070
7	AVL	2220	382525	488	53393	128728
7	AVL	2230	419096	488	56806	127752
7	AVL	2240	402274	488	53636	126534
7	AVL	2250	402761	488	54612	138236
7	AVL	2260	407881	487	54368	136285
7	AVL	2270	411051	488	54856	137261
7	AVL	2280	407149	487	55099	128484
7	AVL	2290	476146	731	55099	133604
7	AVL	2300	390571	732	57781	135798
7	AVL	2310	413732	488	55100	132141
7	AVL	2320	412026	731	55831	137748
7	AVL	2330	417877	488	57781	131897
7	AVL	2340	422021	731	59975	141161
7	AVL	2350	427872	488	56074	134822
7	AVL	2360	434699	487	58025	142380
7	AVL	2370	435674	731	57293	136286
7	AVL	2380	421046	731	56806	136042
7	AVL	2390	425679	488	57294	137260
7	AVL	2400	428360	732	57781	136530
7	AVL	2410	435186	731	58512	152376
7	AVL	2420	432748	487	57293	138479
7	AVL	2430	498088	732	59732	163104
7	AVL	2440	432748	731	58025	138967
7	AVL	2450	448108	488	58757	139698
7	AVL	2460	445183	488	59731	149207
7	AVL	2470	454935	731	60706	172125
7	AVL	2480	456641	487	59975	138480
7	AVL	2490	460298	731	59488	145549
7	AVL	2500	482484	731	59731	142381
7	AVL	2510	447377	732	59976	145062
7	AVL	2520	448839	731	60706	143843
7	AVL	2530	453472	488	60950	144574
7	AVL	2540	449083	488	60706	142136
7	AVL	2550	456885	488	72166	150913
7	AVL	2560	450059	487	61194	180169
7	AVL	2570	456398	731	62413	146037
7	AVL	2580	469075	488	62169	143599
7	AVL	2590	460054	731	61194	145306
7	AVL	2600	458347	731	62657	145793
7	AVL	2610	463468	488	63876	152864
7	AVL	2620	464199	732	62657	151889
7	AVL	2630	520029	487	63145	147013
7	AVL	2640	465905	488	63632	151889
7	AVL	2650	465905	731	63876	148963
7	AVL	2660	484679	488	67290	148963
7	AVL	2670	474439	487	65095	152377
7	AVL	2680	490530	732	65827	151888
7	AVL	2690	476877	731	64851	156521
7	AVL	2700	492967	488	66558	156521
7	AVL	2710	490530	488	70215	152620
7	AVL	2720	480290	488	65339	153596
7	AVL	2730	483460	488	66558	157740
7	AVL	2740	502232	732	65583	159690
7	AVL	2750	494187	488	66802	158958
7	AVL	2760	496624	731	66802	155302
7	AVL	2770	509546	731	66558	158228
7	AVL	2780	494918	731	66070	161397
7	AVL	2790	569766	731	69240	215765
7	AVL	2800	498331	731	68508	156521
7	AVL	2810	530269	487	72165	170905
7	AVL	2820	521737	488	66802	168954
7	AVL	2830	515397	732	67046	159447
7	AVL	2840	501988	487	68021	169442
7	AVL	2850	511496	488	68996	262331
7	AVL	2860	501745	731	70459	163347
7	AVL	2870	516616	975	71190	197480
7	AVL	2880	509059	732	126777	170661
7	AVL	2890	589026	1219	71922	186021
7	AVL	2900	546848	488	78748	171880
7	AVL	2910	523930	731	69484	162616
7	AVL	2920	537339	732	70459	203331
7	AVL	2930	530513	488	70215	166273
7	AVL	2940	535877	731	71434	163835
7	AVL	2950	539290	488	69971	173100
7	AVL	2960	528807	488	70703	165054
7	AVL	2970	518079	976	73384	166516
7	AVL	2980	536852	488	72409	172124
7	AVL	2990	532463	487	71678	166273
7	AVL	3000	532707	487	77285	166761
8	AVL	10	2438	488	732	976
8	AVL	20	21211	488	975	1463
8	AVL	30	5608	488	1219	2195
8	AVL	40	7314	487	1463	2682
8	AVL	50	8777	243	1706	3169
8	AVL	60	13409	487	2194	4144
8	AVL	70	12190	487	2194	4388
8	AVL	80	13897	488	2438	4632
8	AVL	90	15359	487	2682	5120
8	AVL	100	16822	488	2926	5608
8	AVL	110	39984	487	3169	6339
8	AVL	120	20236	487	3413	6826
8	AVL	130	21454	487	3657	7557
8	AVL	140	23405	488	3901	7801
8	AVL	150	41690	487	3901	8533
8	AVL	160	26574	487	4388	8777
8	AVL	170	28525	487	4632	9508
8	AVL	180	29987	488	4876	9752
8	AVL	190	68264	487	4876	10240
8	AVL	200	33157	488	5120	10728
8	AVL	210	34864	488	5607	11214
8	AVL	220	36570	487	5851	12434
8	AVL	230	38033	487	6339	12678
8	AVL	240	58512	487	6339	13165
