TEST#	TYPE	SIZE	CREATE	FIND-MIN	IN-ORDER
3	AVL	1080	193335	487	26330	59976
3	AVL	1090	196748	731	27549	61926
3	AVL	1100	199917	731	27062	63145
3	AVL	1110	201380	731	27794	70215
3	AVL	1120	224298	731	27549	65339
3	AVL	1130	230637	732	27550	65582
3	AVL	1140	203819	732	27794	65583
3	AVL	1150	208207	732	27794	66558
3	AVL	1160	212595	488	28037	66314
3	AVL	1170	209669	487	28037	65827
3	AVL	1180	222347	487	28525	67045
3	AVL	1190	213570	487	31694	66071
3	AVL	1200	215033	487	29256	67289
3	AVL	1210	218202	731	29256	68021
3	AVL	1220	217959	488	29013	67777
3	AVL	1230	223323	488	29744	68264
3	AVL	1240	220397	487	30231	68752
3	AVL	1250	222835	487	30232	68265
3	AVL	1260	222104	488	30475	69240
3	AVL	1270	223566	487	30231	69728
3	AVL	1280	229418	488	30962	69971
3	AVL	1290	229174	488	31207	70946
3	AVL	1300	228687	488	31451	71434
3	AVL	1310	234050	488	31694	71678
3	AVL	1320	234537	731	31694	72165
3	AVL	1330	240877	732	31938	72897
3	AVL	1340	237950	487	32913	73628
3	AVL	1350	249654	731	33401	76066
3	AVL	1360	256235	731	32913	74847
3	AVL	1370	240145	488	33158	75579
3	AVL	1380	241120	488	33157	75578
3	AVL	1390	267207	732	34376	94839
3	AVL	1400	247459	488	33888	88012
3	AVL	1410	253311	488	33888	77773
3	AVL	1420	249166	487	34620	78748
3	AVL	1430	250872	731	34376	78992
3	AVL	1440	252091	732	35108	81918
3	AVL	1450	257211	487	34620	82161
3	AVL	1460	258673	731	35107	81674
3	AVL	1470	257699	488	35596	80699
3	AVL	1480	265012	487	36083	81186
3	AVL	1490	263794	488	36571	84843
3	AVL	1500	264282	488	36571	82648
3	AVL	1510	286955	731	37058	84112
3	AVL	1520	270133	488	36571	83868
3	AVL	1530	286224	732	36814	85818
3	AVL	1540	273302	488	36814	83868
3	AVL	1550	276228	732	37302	85331
3	AVL	1560	327426	732	37790	85087
3	AVL	1570	273790	487	39008	86062
3	AVL	1580	278665	731	38764	110686
3	AVL	1590	296707	487	38764	90207
3	AVL	1600	299633	488	41446	88744
3	AVL	1610	320356	732	39496	89719
3	AVL	1620	307678	488	39253	93620
3	AVL	1630	303289	487	39739	137992
3	AVL	1640	314261	732	40228	95814
3	AVL	1650	295000	731	40958	98496
3	AVL	1660	328157	731	40958	98008
3	AVL	1670	324013	488	46810	207719
3	AVL	1680	324012	731	41446	98984
3	AVL	1690	324744	488	41447	98253
3	AVL	1700	326695	732	41447	103860
3	AVL	1710	345224	488	45835	104835
3	AVL	1720	331814	731	44859	103372
3	AVL	1730	325475	731	47297	170418
3	AVL	1740	328157	731	42178	106054
3	AVL	1750	325475	487	41934	98740
3	AVL	1760	324012	487	42909	101665
3	AVL	1770	327182	487	42421	97521
3	AVL	1780	410319	732	42909	108004
3	AVL	1790	328402	488	42666	100447
3	AVL	1800	326450	731	43397	98984
3	AVL	1810	335715	488	43640	99958
3	AVL	1820	322062	487	43884	107029
3	AVL	1830	316942	487	43640	103859
3	AVL	1840	319624	731	44128	156765
3	AVL	1850	335228	731	44128	103615
3	AVL	1860	347418	731	45347	106298
3	AVL	1870	340103	487	44859	104347
3	AVL	1880	334984	732	45835	159203
3	AVL	1890	325964	732	45591	105079
3	AVL	1900	348881	488	46079	108248
3	AVL	1910	344980	488	45835	106785
3	AVL	1920	505645	731	73628	203331
3	AVL	1930	576836	975	77041	201380
3	AVL	1940	486629	731	46810	118000
3	AVL	1950	370335	731	49979	119707
3	AVL	1960	343761	488	47298	112393
3	AVL	1970	359120	731	48273	121657
3	AVL	1980	346686	731	48272	115318
3	AVL	1990	358877	488	47298	111905
3	AVL	2000	368873	975	49492	132628
3	AVL	2010	388865	731	48760	117756
3	AVL	2020	365947	488	99472	121169
3	AVL	2030	375699	976	49004	123120
3	AVL	2040	384232	487	49492	117756
3	AVL	2050	351075	488	49005	115318
3	AVL	2060	371554	488	48761	115806
3	AVL	2070	355951	487	49492	118244
3	AVL	2080	376430	731	49735	119463
3	AVL	2090	377162	732	49980	122632
3	AVL	2100	378381	488	49980	117513
3	AVL	2110	380818	487	50467	117757
3	AVL	2120	363022	488	53393	118975
3	AVL	2130	383501	731	52174	119707
3	AVL	2140	389108	488	51930	120438
3	AVL	2150	402517	732	57781	128972
3	AVL	2160	437624	731	55831	125559
3	AVL	2170	394228	731	52661	122876
3	AVL	2180	392765	731	53636	125070
3	AVL	2190	393984	731	53636	126534
3	AVL	2200	401298	731	55343	128728
3	AVL	2210	395203	487	53880	125558
3	AVL	2220	397885	488	54124	128727
3	AVL	2230	390814	487	54611	138967
3	AVL	2240	401542	731	54124	137748
3	AVL	2250	402761	732	54124	134335
3	AVL	2260	406661	731	54612	128240
3	AVL	2270	405199	488	55099	132384
3	AVL	2280	411294	488	54124	128972
3	AVL	2290	411538	488	54855	146038
3	AVL	2300	435918	732	55587	141161
3	AVL	2310	424947	488	56318	131653
3	AVL	2320	443232	488	56562	149939
3	AVL	2330	419583	731	55830	135797
3	AVL	2340	417633	731	58269	132384
3	AVL	2350	429580	731	56562	155789
3	AVL	2360	422753	732	57050	136773
3	AVL	2370	425435	732	57782	141405
3	AVL	2380	430798	731	57293	150913
3	AVL	2390	430554	731	57781	150913
3	AVL	2400	510522	975	76310	177488
3	AVL	2410	428360	731	58512	147501
3	AVL	2420	433724	488	57781	138723
3	AVL	2430	433968	488	58269	140430
3	AVL	2440	544166	731	58512	140674
3	AVL	2450	435674	488	59243	142381
3	AVL	2460	438844	732	58756	141649
3	AVL	2470	439332	488	59000	145793
3	AVL	2480	454935	731	59732	263062
3	AVL	2490	439088	488	59488	142868
3	AVL	2500	457860	731	60707	164566
3	AVL	2510	482728	487	60463	143844
3	AVL	2520	477120	487	60219	142137
3	AVL	2530	658265	975	88744	221372
3	AVL	2540	448840	732	60707	151644
3	AVL	2550	476389	731	64120	151645
3	AVL	2560	455666	731	60463	145549
3	AVL	2570	458104	488	60951	147013
3	AVL	2580	486872	731	65339	155790
3	AVL	2590	461517	487	62169	148475
3	AVL	2600	471269	488	62657	145550
3	AVL	2610	457861	488	62170	147256
3	AVL	2620	484678	487	62413	150182
3	AVL	2630	472976	487	63388	163591
3	AVL	2640	478827	731	66314	147744
3	AVL	2650	467856	487	63389	151157
3	AVL	2660	483947	487	68021	153352
3	AVL	2670	466637	732	72653	149207
3	AVL	2680	474683	732	67777	164566
3	AVL	2690	490774	488	66802	176269
3	AVL	2700	476876	487	65339	155546
3	AVL	2710	493455	487	66070	152132
3	AVL	2720	487604	731	66314	162860
3	AVL	2730	484678	488	66314	154570
3	AVL	2740	498819	731	68752	154083
3	AVL	2750	483215	731	66314	153595
3	AVL	2760	536364	731	77773	160421
3	AVL	2770	496381	488	66802	159691
3	AVL	2780	571715	731	67289	160422
3	AVL	2790	494431	488	67534	160178
3	AVL	2800	492724	488	66558	162129
3	AVL	2810	504670	488	68021	167980
3	AVL	2820	511497	488	68021	159934
3	AVL	2830	583662	488	79236	295244
3	AVL	2840	511497	488	67777	161884
3	AVL	2850	500769	487	69240	164566
3	AVL	2860	513690	731	73872	183096
3	AVL	2870	506377	487	68996	165785
3	AVL	2880	508328	488	70947	161640
3	AVL	2890	508814	731	71434	164810
3	AVL	2900	508083	487	70215	165542
3	AVL	2910	508083	731	69971	171393
3	AVL	2920	511741	488	70459	164079
3	AVL	2930	529294	976	85087	181145
3	AVL	2940	520029	731	70459	164567
3	AVL	2950	523199	487	78748	180414
3	AVL	2960	532951	488	75334	177244
3	AVL	2970	518811	488	72896	168467
3	AVL	2980	521980	488	71678	197724
3	AVL	2990	544653	731	71434	171880
3	AVL	3000	607311	731	99715	228686
4	AVL	10	2682	487	731	1219
4	AVL	20	6339	732	1219	2438
4	AVL	30	5852	488	1219	2438
4	AVL	40	7314	488	1462	2682
4	AVL	50	9264	488	1951	4145
4	AVL	60	10483	487	1950	3658
4	AVL	70	12434	488	2195	4389
4	AVL	80	16335	732	2438	4632
4	AVL	90	15847	487	2682	5852
4	AVL	100	41203	488	2925	6827
4	AVL	110	18773	487	3169	6827
4	AVL	120	25356	731	3413	7070
4	AVL	130	36327	488	5851	9752
4	AVL	140	27306	975	5120	8777
4	AVL	150	36326	731	5607	11702
4	AVL	160	27062	488	4388	9508
4	AVL	170	28525	487	4632	9996
4	AVL	180	51443	488	5120	9995
4	AVL	190	31938	487	5120	10483
4	AVL	200	33400	488	5364	10727
4	AVL	210	56075	488	5364	11703
4	AVL	220	37302	488	5852	12921
4	AVL	230	38765	488	6095	12677
4	AVL	240	40471	487	6095	13409
4	AVL	250	42422	488	6582	13653
4	AVL	260	63876	488	6827	14628
4	AVL	270	45835	488	7071	15116
4	AVL	280	68265	488	7314	15359
4	AVL	290	49248	731	7314	16335
4	AVL	300	71922	488	7802	17553
4	AVL	310	53149	731	8289	18529
4	AVL	320	74359	487	8289	17798
4	AVL	330	91913	488	8290	22674
4	AVL	340	56075	488	8777	19016
4	AVL	350	57293	488	8777	19016
4	AVL	360	65583	732	13653	27062
4	AVL	370	80455	487	9264	19748
4	AVL	380	63876	488	9996	20723
4	AVL	390	64851	488	9996	21211
4	AVL	400	91426	487	10727	23161
4	AVL	410	67289	487	10240	21942
4	AVL	420	68996	487	10483	22186
4	AVL	430	87768	487	10727	22917
4	AVL	440	89963	488	11215	23893
4	AVL	450	74116	488	11459	24381
4	AVL	460	75091	732	11703	24868
4	AVL	470	82161	488	11946	27062
4	AVL	480	100203	732	12678	26087
4	AVL	490	98984	732	12434	26818
4	AVL	500	84599	487	12434	27549
4	AVL	510	83380	731	12922	27550
4	AVL	520	84599	488	12921	28281
4	AVL	530	86062	487	12921	29013
4	AVL	540	91182	488	13653	29744
4	AVL	550	89719	731	13653	30231
4	AVL	560	107760	731	13897	30719
4	AVL	570	142624	732	16823	39008
4	AVL	580	116050	487	14384	32182
4	AVL	590	115806	488	14628	32914
4	AVL	600	118000	731	14628	32670
4	AVL	610	118732	732	15116	33644
4	AVL	620	103859	487	15360	33889
4	AVL	630	103128	488	15603	34132
4	AVL	640	104348	488	15604	37789
4	AVL	650	106054	488	15847	34620
4	AVL	660	107517	487	16091	35351
4	AVL	670	125802	731	16578	35838
4	AVL	680	131897	732	16822	37301
4	AVL	690	133116	487	16822	37546
4	AVL	700	114587	487	17066	37302
4	AVL	710	123608	487	17554	37789
4	AVL	720	135066	488	17798	38520
4	AVL	730	139942	487	18041	39983
4	AVL	740	138967	487	18041	83868
4	AVL	750	127509	488	18286	39983
4	AVL	760	144818	488	18529	77285
4	AVL	770	143599	487	19016	41447
4	AVL	780	127752	487	18772	41447
4	AVL	790	149938	732	19505	42422
4	AVL	800	147013	732	19504	43153
4	AVL	810	131653	488	19991	43641
4	AVL	820	150913	487	19992	44128
4	AVL	830	134579	488	20479	46323
4	AVL	840	155545	488	20235	45103
4	AVL	850	158472	488	20723	45347
4	AVL	860	157740	488	20967	48273
4	AVL	870	162859	487	21211	46566
4	AVL	880	159934	487	21698	55586
4	AVL	890	166760	487	21942	48761
4	AVL	900	178219	487	22673	49248
4	AVL	910	168955	488	22430	50224
4	AVL	920	178219	487	22673	51686
4	AVL	930	150913	488	22430	54124
4	AVL	940	181145	731	23161	52173
4	AVL	950	182120	488	23405	55343
4	AVL	960	178950	487	23405	54611
4	AVL	970	180901	488	23648	57293
4	AVL	980	252335	731	25599	58512
4	AVL	990	184070	487	23893	53880
4	AVL	1000	183583	731	24380	56318
4	AVL	1010	190409	487	24624	55831
4	AVL	1020	193091	487	24624	57537
4	AVL	1030	189191	488	25112	57050
4	AVL	1040	190166	488	25112	57293
4	AVL	1050	193091	488	25599	57782
4	AVL	1060	234050	732	25843	58512
4	AVL	1070	173587	487	26087	58756
4	AVL	1080	196261	488	26331	59975
4	AVL	1090	195285	731	27306	64607
4	AVL	1100	196748	488	27062	64851
4	AVL	1110	205768	488	27062	62414
4	AVL	1120	203331	732	27550	64120
4	AVL	1130	219422	487	27549	64607
4	AVL	1140	210401	732	33889	69239
4	AVL	1150	213083	488	27793	65339
4	AVL	1160	209669	731	27793	64851
4	AVL	1170	218690	487	28525	66315
4	AVL	1180	213815	488	28769	65583
4	AVL	1190	213815	732	28769	66801
4	AVL	1200	211864	487	29012	67046
4	AVL	1210	223079	732	29256	67777
4	AVL	1220	223079	488	29500	68752
4	AVL	1230	218935	732	29744	69484
4	AVL	1240	219666	488	29988	68752
4	AVL	1250	244533	487	33401	85331
4	AVL	1260	245752	487	30719	75578
4	AVL	1270	243314	732	31451	72166
4	AVL	1280	226492	731	35595	71434
4	AVL	1290	227223	487	30963	71191
4	AVL	1300	232343	487	31938	72653
4	AVL	1310	254285	488	31938	74604
4	AVL	1320	302802	731	32426	77041
4	AVL	1330	238438	731	32669	73385
4	AVL	1340	234537	487	32913	73872
4	AVL	1350	241607	488	33401	76066
4	AVL	1360	245509	488	33401	75822
4	AVL	1370	255017	732	34133	87038
4	AVL	1380	250872	732	33645	79480
4	AVL	1390	243558	487	33157	76310
4	AVL	1400	251603	731	34132	79967
4	AVL	1410	251604	732	33645	78748
4	AVL	1420	250629	488	34133	81917
4	AVL	1430	252335	487	40959	81187
4	AVL	1440	259162	488	35595	82161
4	AVL	1450	292562	732	35352	88988
4	AVL	1460	259405	488	35839	80455
4	AVL	1470	280616	487	35108	88988
4	AVL	1480	261111	731	35839	84843
4	AVL	1490	272814	731	37058	91670
4	AVL	1500	291588	487	41446	88744
4	AVL	1510	269157	487	37058	82649
4	AVL	1520	286955	488	36326	83867
4	AVL	1530	271107	487	37302	87525
4	AVL	1540	278666	731	37545	87525
4	AVL	1550	311335	731	37301	84599
4	AVL	1560	273058	487	37058	84843
4	AVL	1570	291588	732	38033	90206
4	AVL	1580	295488	732	38521	87769
4	AVL	1590	275984	488	38765	87281
4	AVL	1600	284030	488	42666	91913
4	AVL	1610	298901	488	39740	88744
4	AVL	1620	298413	731	39252	89231
4	AVL	1630	348881	487	40227	89476
4	AVL	1640	289393	487	39496	93620
4	AVL	1650	287442	487	39740	90694
4	AVL	1660	306459	487	39984	90694
4	AVL	1670	319380	731	41202	106297
4	AVL	1680	370091	731	42177	134091
4	AVL	1690	296707	731	40227	92889
4	AVL	1700	300364	487	41690	96790
4	AVL	1710	302314	487	41202	95570
4	AVL	1720	306946	487	42421	112637
4	AVL	1730	299877	488	41690	97033
4	AVL	1740	307921	487	42178	99471
4	AVL	1750	305240	731	42909	97765
4	AVL	1760	312555	731	46322	101665
4	AVL	1770	338641	488	42422	155058
4	AVL	1780	306703	732	42178	99715
4	AVL	1790	310360	488	42910	97764
4	AVL	1800	316699	732	44129	122876
4	AVL	1810	314504	731	43396	101665
4	AVL	1820	330108	488	43397	102884
4	AVL	1830	331327	487	43884	107029
4	AVL	1840	339128	488	44128	120682
4	AVL	1850	344248	731	65827	112881
4	AVL	1860	387402	487	46322	133847
4	AVL	1870	342785	731	56562	105566
4	AVL	1880	354976	732	46323	172368
4	AVL	1890	347661	731	45834	112637
4	AVL	1900	422997	975	50467	117756
4	AVL	1910	335471	732	46810	121170
4	AVL	1920	351806	732	49736	140186
4	AVL	1930	407150	487	46810	117756
4	AVL	1940	355708	488	46566	108248
4	AVL	1950	351319	488	47786	114343
4	AVL	1960	355707	731	47297	109468
4	AVL	1970	340835	487	47053	151889
4	AVL	1980	357170	488	47297	112149
4	AVL	1990	369360	487	47297	111661
4	AVL	2000	368629	732	49004	136530
4	AVL	2010	591707	732	81673	177244
4	AVL	2020	387402	488	48273	124339
4	AVL	2030	403736	488	51199	115562
4	AVL	2040	349368	488	49004	117269
4	AVL	2050	370092	488	48517	115318
4	AVL	2060	354000	488	49491	120682
4	AVL	2070	377650	488	49004	117025
4	AVL	2080	376187	488	50223	116050
4	AVL	2090	373017	487	49979	119707
4	AVL	2100	375211	731	49735	122632
4	AVL	2110	381307	732	51686	120926
4	AVL	2120	379844	732	53881	123364
4	AVL	2130	386914	488	51199	121901
4	AVL	2140	439331	488	54368	125802
4	AVL	2150	501501	731	51930	125802
4	AVL	2160	386914	731	52173	122632
4	AVL	2170	390570	487	53393	127996
4	AVL	2180	391789	487	53393	126777
4	AVL	2190	393984	488	53393	128483
4	AVL	2200	391546	488	55587	128971
4	AVL	2210	391546	488	53880	132873
4	AVL	2220	392278	488	53880	129215
4	AVL	2230	398372	487	54124	125802
4	AVL	2240	397154	488	54367	130922
4	AVL	2250	560745	731	54855	154571
4	AVL	2260	384963	731	54856	131165
4	AVL	2270	405931	488	54368	132141
4	AVL	2280	412270	488	55099	132140
4	AVL	2290	411294	488	57050	132628
4	AVL	2300	415195	488	54855	143600
4	AVL	2310	631204	731	88744	195529
4	AVL	2320	422265	488	55830	141649
4	AVL	2330	420559	488	56075	134578
4	AVL	2340	432504	731	57049	156277
4	AVL	2350	486142	975	60950	194554
4	AVL	2360	430554	487	57293	151889
4	AVL	2370	541728	731	63389	202843
4	AVL	2380	452253	732	57294	135310
4	AVL	2390	432261	488	58025	145062
4	AVL	2400	431042	731	65827	156033
4	AVL	2410	488335	732	58025	155790
4	AVL	2420	427628	487	57293	139699
4	AVL	2430	459810	487	57537	137748
4	AVL	2440	438356	731	66802	140674
4	AVL	2450	436893	487	58269	138724
4	AVL	2460	456397	488	59000	139699
4	AVL	2470	448352	732	59244	139211
4	AVL	2480	442744	487	59000	141161
4	AVL	2490	589514	731	75822	181633
4	AVL	2500	450058	487	60219	158471
4	AVL	2510	721654	976	102397	221372
4	AVL	2520	452741	732	60219	147013
4	AVL	2530	452497	731	64120	150669
4	AVL	2540	450546	731	61682	143112
4	AVL	2550	457372	731	60707	147500
4	AVL	2560	460054	731	64607	142624
4	AVL	2570	458104	732	61682	146281
4	AVL	2580	455666	732	61682	144087
4	AVL	2590	476145	731	62169	144819
4	AVL	2600	478339	487	62657	146037
4	AVL	2610	475902	732	100691	145794
4	AVL	2620	468587	487	64851	146525
4	AVL	2630	486385	488	63877	150670
4	AVL	2640	478339	731	64120	147988
4	AVL	2650	496137	731	64120	149938
4	AVL	2660	473464	732	64120	150913
4	AVL	2670	509790	488	64852	167248
4	AVL	2680	496869	732	65827	168224
4	AVL	2690	524905	976	75579	175050
4	AVL	2700	499307	731	66802	195042
4	AVL	2710	511253	731	67289	166029
4	AVL	2720	483703	487	65826	157984
4	AVL	2730	535145	732	67290	183339
4	AVL	2740	684108	1219	89963	333033
4	AVL	2750	487117	488	66802	156033
4	AVL	2760	498332	488	66558	157008
4	AVL	2770	789187	732	122389	249653
4	AVL	2780	489554	487	66801	162128
4	AVL	2790	488580	488	71922	161397
4	AVL	2800	515641	487	66558	163591
4	AVL	2810	500525	731	67777	163104
4	AVL	2820	504914	731	69240	210402
4	AVL	2830	504914	487	68020	163835
4	AVL	2840	503451	488	67290	161397
4	AVL	2850	524418	488	68752	160665
4	AVL	2860	519542	488	68265	160422
4	AVL	2870	522711	487	69727	164566
4	AVL	2880	578542	488	70215	191385
4	AVL	2890	535877	732	69728	175294
4	AVL	2900	537827	731	69483	171149
4	AVL	2910	561232	488	74360	186264
4	AVL	2920	614869	732	70947	172368
4	AVL	2930	531001	488	70703	165054
4	AVL	2940	542215	487	70946	166760
4	AVL	2950	532220	488	72897	177488
4	AVL	2960	542703	732	72166	182851
4	AVL	2970	536121	976	71678	167004
4	AVL	2980	540509	487	72409	172124
4	AVL	2990	544897	487	72165	173587
4	AVL	3000	527100	975	71922	172368
5	AVL	10	2438	488	731	976
5	AVL	20	4145	488	976	1706
5	AVL	30	5608	488	1219	2438
5	AVL	40	7070	488	1462	2438
5	AVL	50	8777	488	1707	3413
5	AVL	60	10483	488	1951	3657
5	AVL	70	12190	487	2194	4145
5	AVL	80	13653	244	2438	4633
5	AVL	90	15359	487	2682	5363
5	AVL	100	17310	487	2926	5851
5	AVL	110	18529	487	3169	5851
5	AVL	120	19992	487	5607	6826
5	AVL	130	21698	487	3657	7314
5	AVL	140	23649	488	3901	8533
5	AVL	150	25112	488	4145	8289
5	AVL	160	27306	487	4388	9265
5	AVL	170	28281	732	4389	9508
5	AVL	180	29988	488	4633	9752
5	AVL	190	31695	488	4876	10240
5	AVL	200	33157	488	5364	11215
5	AVL	210	35351	488	5364	18285
5	AVL	220	37058	488	5851	11702
5	AVL	230	39252	487	9021	12677
5	AVL	240	40227	487	6095	16091
5	AVL	250	63388	487	6339	13653
5	AVL	260	43884	488	6827	14140
5	AVL	270	63388	731	7070	14872
5	AVL	280	47054	487	7070	15360
5	AVL	290	67777	731	7558	16579
5	AVL	300	50711	487	7801	16822
5	AVL	310	72165	487	7802	16822
5	AVL	320	52662	488	8290	17310
5	AVL	330	73384	488	8533	17798
5	AVL	340	55830	731	8777	18773
5	AVL	350	58269	488	9264	19017
5	AVL	360	69240	731	9264	24380
5	AVL	370	61438	488	9508	20479
5	AVL	380	86062	487	13165	20967
5	AVL	390	68752	488	9996	20966
5	AVL	400	65826	731	9996	21454
5	AVL	410	87769	732	10240	21942
5	AVL	420	86306	488	10484	22186
5	AVL	430	70215	488	10727	22430
5	AVL	440	73629	488	10971	23892
5	AVL	450	93620	488	11703	24137
5	AVL	460	146038	732	16335	34863
5	AVL	470	76310	488	12190	25600
5	AVL	480	78017	488	11946	25843
5	AVL	490	79479	487	12190	27062
5	AVL	500	100690	732	12190	32670
5	AVL	510	104347	487	12922	28037
5	AVL	520	104835	488	13166	28524
5	AVL	530	104834	488	13409	28768
5	AVL	540	91914	488	13653	29500
5	AVL	550	89476	488	13897	29988
5	AVL	560	91669	487	14140	31938
5	AVL	570	99959	488	14141	31451
5	AVL	580	107516	731	14140	32182
5	AVL	590	116537	731	14628	35595
5	AVL	600	121658	488	14872	36571
5	AVL	610	99715	487	15116	33645
5	AVL	620	155058	487	15603	33889
5	AVL	630	121413	488	15603	33889
5	AVL	640	122876	731	15847	42909
5	AVL	650	180413	732	22917	51442
5	AVL	660	125802	488	16335	35352
5	AVL	670	128240	487	16822	36326
5	AVL	680	110686	488	16823	36814
5	AVL	690	112393	488	17066	37302
5	AVL	700	132629	732	17310	37545
5	AVL	710	134335	488	17554	38765
5	AVL	720	136285	731	18041	38765
5	AVL	730	119219	488	18042	39008
5	AVL	740	226004	732	27306	48761
5	AVL	750	145794	731	18529	40471
5	AVL	760	128484	732	18773	40715
5	AVL	770	140918	488	19017	41446
5	AVL	780	147744	487	19504	41934
5	AVL	790	146525	731	19992	42421
5	AVL	800	155058	487	19748	43397
5	AVL	810	159690	487	19991	44128
5	AVL	820	133116	488	20236	44128
5	AVL	830	165298	732	20723	44372
5	AVL	840	164322	731	20967	47786
5	AVL	850	160421	731	20723	46566
5	AVL	860	163591	487	20967	49248
5	AVL	870	166273	732	21211	46566
5	AVL	880	159934	732	20967	47297
5	AVL	890	162616	488	21943	47785
5	AVL	900	163347	487	21942	48761
5	AVL	910	167735	731	22917	50223
5	AVL	920	182851	487	24380	60951
5	AVL	930	173831	487	23405	51198
5	AVL	940	153108	488	22918	53881
5	AVL	950	176512	487	23161	52174
5	AVL	960	175782	488	23161	52417
5	AVL	970	162616	731	23405	52905
5	AVL	980	183095	487	23892	53637
5	AVL	990	183583	488	23892	54612
5	AVL	1000	162616	488	24380	54611
5	AVL	1010	186752	487	24380	55587
5	AVL	1020	187971	488	24868	59487
5	AVL	1030	186265	488	24624	60950
5	AVL	1040	205769	488	25112	63876
5	AVL	1050	244046	487	25599	58025
5	AVL	1060	192847	487	25599	58512
5	AVL	1070	194554	488	26331	61926
5	AVL	1080	194554	487	39739	67045
5	AVL	1090	196992	732	26818	62413
5	AVL	1100	200405	488	26819	62169
5	AVL	1110	205281	488	27549	61195
5	AVL	1120	201381	488	27794	62657
5	AVL	1130	202355	487	27793	62901
5	AVL	1140	218934	488	27794	66802
5	AVL	1150	209913	487	27550	69971
5	AVL	1160	324744	732	32182	65582
5	AVL	1170	210644	487	28525	66801
5	AVL	1180	211620	487	41690	67045
5	AVL	1190	214789	487	29012	70703
5	AVL	1200	218202	487	29500	67533
5	AVL	1210	219422	488	29257	67533
5	AVL	1220	218446	487	29987	68509
5	AVL	1230	218447	488	29744	68752
5	AVL	1240	218934	488	30232	68996
5	AVL	1250	224054	487	30475	69240
5	AVL	1260	221616	487	30719	70215
5	AVL	1270	227711	731	30719	69728
5	AVL	1280	227223	487	30963	70215
5	AVL	1290	249897	488	31207	70702
5	AVL	1300	230636	731	31694	72897
5	AVL	1310	272814	488	31694	72897
5	AVL	1320	240876	488	32669	73628
5	AVL	1330	267207	488	32913	74603
5	AVL	1340	415683	975	60707	74604
5	AVL	1350	244533	731	33888	75579
5	AVL	1360	358389	732	33889	79967
5	AVL	1370	265013	732	41690	80943
5	AVL	1380	255992	731	33888	82893
5	AVL	1390	273302	732	34376	80698
5	AVL	1400	262819	731	33645	98496
5	AVL	1410	285249	975	43153	88744
5	AVL	1420	264525	731	35351	87524
5	AVL	1430	259649	732	39496	82405
5	AVL	1440	275496	487	35351	79479
5	AVL	1450	266232	488	36326	86794
5	AVL	1460	304508	731	56562	82161
5	AVL	1470	264526	488	35595	82649
5	AVL	1480	281104	488	35839	130190
5	AVL	1490	267694	487	36326	81918
5	AVL	1500	264037	487	43153	82892
5	AVL	1510	268670	487	36814	97764
5	AVL	1520	270621	732	36814	83868
5	AVL	1530	292806	488	37302	83624
5	AVL	1540	272326	487	36814	84355
5	AVL	1550	285736	487	37789	84600
5	AVL	1560	294513	487	38521	85818
5	AVL	1570	280616	487	37545	87769
5	AVL	1580	278178	488	38033	89963
5	AVL	1590	297682	732	38521	87525
5	AVL	1600	287687	731	39740	90207
5	AVL	1610	297683	731	42422	88744
5	AVL	1620	281835	488	40228	89231
5	AVL	1630	303533	731	39252	92401
5	AVL	1640	306215	732	39496	90450
5	AVL	1650	321087	488	40715	92401
5	AVL	1660	363996	732	59976	120438
5	AVL	1670	294757	731	39984	91913
5	AVL	1680	294513	732	41203	92645
5	AVL	1690	312311	732	40715	93376
5	AVL	1700	316455	488	40959	94108
5	AVL	1710	310116	487	40959	105810
5	AVL	1720	314261	731	43396	94595
5	AVL	1730	345955	488	41447	95083
5	AVL	1740	318406	488	42178	96789
5	AVL	1750	377893	488	42422	103616
5	AVL	1760	326207	731	41934	98984
5	AVL	1770	348393	487	43396	100691
5	AVL	1780	325476	488	44372	114099
5	AVL	1790	332302	487	43153	114099
5	AVL	1800	350587	487	43153	100934
5	AVL	1810	330839	488	44128	100446
5	AVL	1820	329620	487	43640	100446
5	AVL	1830	317430	487	44616	100690
5	AVL	1840	334740	487	49004	106298
5	AVL	1850	328889	732	45347	106541
5	AVL	1860	336691	731	45347	103616
5	AVL	1870	341079	731	45347	104103
5	AVL	1880	340592	488	46322	104347
5	AVL	1890	324988	731	45591	107272
5	AVL	1900	349612	488	91914	105810
5	AVL	1910	346199	488	45591	109711
5	AVL	1920	373017	487	46322	106785
5	AVL	1930	334984	732	46079	107272
5	AVL	1940	353513	732	49492	108492
5	AVL	1950	365216	731	47541	110198
5	AVL	1960	369116	731	47785	110687
5	AVL	1970	354244	731	46810	110442
5	AVL	1980	396422	487	51930	130678
5	AVL	1990	367166	732	47542	127264
5	AVL	2000	386914	487	51198	118732
5	AVL	2010	351075	488	51687	120682
5	AVL	2020	368629	731	57293	137504
5	AVL	2030	351806	488	48273	113368
5	AVL	2040	411294	487	49979	123364
5	AVL	2050	379844	488	51930	116781
5	AVL	2060	394471	731	49735	130435
5	AVL	2070	504183	732	50224	128971
5	AVL	2080	374968	488	49492	118732
5	AVL	2090	377162	487	49735	117025
5	AVL	2100	381794	488	50467	119707
5	AVL	2110	384720	488	50711	122145
5	AVL	2120	367897	488	50711	119707
5	AVL	2130	397885	487	51686	123364
5	AVL	2140	384720	488	51199	121414
5	AVL	2150	371798	487	51686	123608
